RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
No,23,38.8,0,7.4,10.9,S,70,NW,ENE,7,28,48,42,1007.5,1003,4,7,30.7,33.9,No
No,22,33.6,0,40.4,8.8,NNE,46,NNE,W,28,22,62,28,1017.6,1014.2,2,7,24.3,32.2,No
No,13.5,18.7,0,6.4,8.7,SSE,31,S,SSE,22,17,59,45,1025,1023.3,7,4,16.1,17.1,No
No,16.6,22.3,0,3.6,10.7,SSE,30,S,SE,13,15,59,57,1023.9,1022.1,1,1,20.2,21,No
No,18.2,27.7,4.8,5.8,3.8,NW,48,S,WNW,11,17,78,59,1006,1003.6,8,7,19.6,24.7,Yes
No,11.1,27.1,0,3.6,9.9,ENE,24,NW,NE,2,15,69,40,1012.4,1007.5,5,3,17.9,26.8,No
No,7.8,21.9,0,3.2,10.7,W,26,ENE,W,7,15,74,38,1021.5,1018.2,1,5,14.2,21.6,No
No,22.3,38,0,11.6,10.2,S,52,NNE,ENE,20,13,40,20,1012.2,1008.7,2,4,28.6,36.7,No
Yes,5.1,9.7,14,1.6,3.9,WSW,41,NW,SW,15,11,94,73,1006.1,1003.8,8,3,6,8.9,Yes
Yes,23.5,30.9,3.8,5.6,4.6,ENE,35,SSW,ENE,7,24,95,72,1013,1008.8,8,7,23.8,29.1,Yes
Yes,24.2,34.7,0,7.2,7,ESE,56,WNW,S,11,15,63,51,1009.2,1006.7,7,6,29,33.6,No
Yes,25.4,33.5,0,6.2,9.5,SSE,35,WSW,NW,11,17,69,68,1010.8,1007.6,1,3,29.9,28.8,No
No,11.3,28.2,0,5,8.3,WNW,31,E,NW,9,13,58,26,1020.2,1014.2,3,7,18.3,26.2,No
Yes,6.7,12.3,9,1.2,1.6,W,83,W,W,31,43,70,70,1003.8,1000.9,8,7,11.1,11.8,Yes
Yes,26.2,31.1,0.8,6.6,1,WSW,50,W,W,13,17,82,82,1009,1005.3,7,7,29.1,28.6,No
No,23.9,36.2,0,11,11.4,SSW,63,W,E,9,19,72,51,1007.8,1002.7,5,3,26.4,33.1,No
Yes,12.7,19.4,10.4,2.4,6,WNW,54,NNW,NW,13,22,91,75,1009.7,1004.8,7,2,14.3,18.7,Yes
No,20.8,26.4,0,7.6,7.9,ENE,54,NE,NE,26,35,52,51,1019.2,1016.5,5,2,24.5,25,No
Yes,10.7,22.3,1.4,1.4,8.2,N,48,NNW,NNW,13,28,72,43,1011.9,1006.8,1,1,13.9,21.2,Yes
Yes,18.2,23.9,21.8,4.2,6.3,NW,50,NNW,NNW,17,30,90,58,1010.5,1009.4,8,3,19.3,23,Yes
Yes,15,18.8,0,5,8.2,SSW,63,S,SSW,26,20,62,56,1013.5,1011.4,2,1,16.6,17.8,No
No,15.8,32.8,0,9.6,11.2,E,33,NNE,NNE,22,7,51,27,1016.7,1012.8,1,1,23.6,31.9,No
Yes,27.1,32.8,0.2,6.8,6,N,37,NW,NNW,9,22,68,74,1010.8,1007.8,4,7,30.4,29.4,No
No,4.6,17.1,0,2.2,8.3,E,13,ESE,N,6,4,79,58,1021,1018.7,5,7,9,16.6,No
No,14.7,30.3,0,8,13.4,ENE,37,ENE,NW,20,11,45,18,1021.5,1016.8,0,1,19.9,28.8,No
Yes,23.6,30.4,2.8,7.8,2.6,SSE,35,SSE,E,19,17,77,69,1010.1,1007,8,7,27.1,29.4,Yes
Yes,8.1,17.9,0,3.2,8.5,SSW,39,WNW,WSW,24,15,63,43,1013.7,1012.2,1,1,11.8,17.2,No
No,13.2,25.6,0,4,9.5,NNW,30,W,N,11,19,78,40,1019.5,1014.9,5,5,15.9,24.2,No
Yes,20.6,24.8,0,8,7.4,S,48,SSW,SSE,15,17,76,54,1004.3,1001.1,5,4,21.9,24.1,No
No,-0.3,10.3,1.2,1.2,3.2,WSW,26,NW,WSW,7,15,100,66,1025.5,1025.8,8,6,1.8,9.1,Yes
No,17.6,31.5,0,6.4,10.9,NNE,35,NE,N,19,13,69,36,1018,1015.3,6,5,21.9,30.3,No
No,8.5,14.3,0,2.8,5,WSW,48,WSW,SW,20,24,83,49,1016,1015.5,7,5,10,12.6,No
No,14.7,23.5,0,6.2,9.3,SSW,33,WSW,SE,9,15,72,71,1022.4,1020.9,1,3,19.9,22.7,No
No,20.5,33.7,0,13,11.6,ESE,48,ESE,ESE,24,13,48,33,1013.8,1012.2,3,2,24.8,30.8,No
No,18.5,24,0.8,8.8,11.4,S,39,S,S,9,28,81,72,1015.5,1016.5,1,3,21.8,23.7,No
Yes,5.1,13.9,0,3,4.3,WSW,59,NW,SW,7,33,69,73,1013.6,1016.5,7,5,10.3,9.8,No
No,13.9,27.8,0,4.8,7,E,35,ENE,SE,15,9,56,29,1025.8,1020.8,7,3,19.7,26.8,No
No,14,20.1,0,2.2,6.8,NNE,41,NNE,NNE,20,26,68,71,1016.8,1014.9,6,5,17.3,19,No
No,14.2,23.7,0,2.8,9.6,W,22,WNW,E,13,13,75,56,1030.9,1027.6,3,3,17.2,22.2,No
Yes,2.4,12.8,0,3,5.3,S,35,SE,S,13,20,56,66,1030.2,1028.7,3,8,10.2,10.2,No
Yes,5.9,13.4,0,2.2,3,W,48,NNW,NW,17,17,72,70,999.3,999,7,7,8.3,12.5,No
No,19.9,21.9,0,8.4,9.4,S,50,S,S,30,33,69,64,1019,1018.2,5,4,20.7,21.7,No
No,11.8,33.6,0,7.6,11.6,NNE,50,NNE,N,35,15,60,16,1018.5,1013.6,4,2,21.3,31.4,No
Yes,12,28.7,0,4.8,6.8,NNE,35,NE,NNE,17,19,79,34,1008.7,1005.4,3,7,17.6,28.5,No
Yes,25.5,31.3,5.2,3.4,5.6,W,50,WNW,WNW,30,30,74,68,1004.9,1002.5,7,7,29.7,30.7,Yes
No,28.5,42.7,0,18,11.6,W,50,N,WSW,17,31,16,10,1008.9,1006.3,1,1,35.1,42,No
No,2.9,13.4,0,1,3.3,SSE,22,S,S,9,9,84,51,1026,1023.5,7,7,4.9,13,No
No,14.2,32.3,0,7.2,11.7,NE,33,NE,NNE,19,17,52,19,1018.8,1013.4,0,1,21.8,31.3,No
Yes,10.6,17.1,2,5,5.4,WSW,61,N,WSW,15,20,79,51,998.8,999.8,3,4,12.7,15,Yes
Yes,11.4,17,0,2.2,6.7,WSW,44,WNW,WNW,13,17,74,43,1011.8,1012.8,7,3,12,16.5,No
Yes,11.6,17.2,0,5.8,4.8,SSW,39,N,SE,13,17,55,65,1017.7,1017.9,4,6,15.3,15.3,No
Yes,12,13.2,8,4,0,NE,59,ENE,NNE,26,35,96,95,1015.2,1008.7,7,8,12.1,12,Yes
No,10.8,26.8,0,4.2,5.4,SE,22,WNW,E,13,13,94,60,1015.2,1012.9,3,6,17.2,24.9,No
Yes,19,29.2,0,7.2,7.8,SE,41,S,S,20,17,64,68,1017.3,1014.7,2,6,25,25.2,No
No,15.4,27.8,0,8.4,13.5,W,52,WNW,WNW,26,20,36,26,1008.7,1007.9,1,1,21.3,27.1,No
Yes,17.4,21,3.2,2.8,0.2,ESE,22,ESE,E,13,9,93,95,1016.8,1014.1,8,8,18.5,19.4,Yes
No,20.1,35.4,0,10.2,11.7,ENE,39,NNE,NNE,28,20,65,33,1015.3,1011.8,0,1,24.3,33.1,No
No,22.2,29.4,0,1.6,9.9,NNE,50,NNW,NNE,17,31,70,71,1011.7,1009.1,5,4,27.3,28.6,No
No,14.8,28.2,0,6.8,10.7,SE,35,E,ESE,24,9,53,32,1023.5,1019.6,4,3,21.2,27.5,No
No,18.3,23.1,0,5.8,7.1,SSE,35,SE,SE,20,19,70,74,1021.5,1019.3,2,5,21.3,21.4,No
Yes,6.2,14,1.2,4,2.4,NW,57,NW,NW,11,20,68,54,1013.1,1006.6,7,6,7.3,13.9,Yes
No,14.9,19.8,0.4,1.2,9.6,WNW,30,WSW,ESE,15,13,72,67,1015.8,1014.2,1,1,17.9,19.4,No
No,19.1,24.5,5,5.8,6.9,SE,35,ESE,SE,17,20,67,61,1015,1013.4,7,2,23,23.8,Yes
No,18.9,26.4,0,4.4,8,E,33,ENE,E,17,22,71,69,1018,1016.4,4,5,23.5,24.8,No
No,20.1,36.1,0,11.2,10.4,NE,65,ENE,ESE,15,22,54,22,1020.8,1016.6,2,4,24.6,33.8,No
No,20.6,30,0,5.2,11.6,NNE,54,NNE,NE,26,37,76,65,1010.2,1007.3,2,0,26.6,28.1,No
Yes,20.8,26.1,1.4,7.4,2.4,NNW,37,N,WSW,20,15,60,91,1006.2,1005.1,7,8,26,20.2,Yes
Yes,19.9,24.7,19.4,0.6,0.1,SE,46,SSE,SSE,28,31,82,82,1021.1,1020.2,8,8,23.1,22.1,Yes
Yes,14.2,21,9.2,2.4,3.4,SSW,41,W,SW,13,20,77,65,1020.1,1018.2,4,7,18.4,19.2,Yes
No,3.7,19.7,0,1.2,9.7,ENE,24,E,ENE,9,13,86,50,1031,1028.6,1,3,9.6,19.3,No
Yes,19.9,28.7,0,5.2,10.5,SSE,46,S,SE,11,22,61,48,1020.1,1017.7,3,3,25.4,27.5,No
Yes,25.4,34.9,1,5.2,9.1,N,28,E,NW,7,13,70,56,1005.8,1002.4,6,7,30,33.2,No
Yes,25.1,35.5,1.2,5.2,7.8,N,28,NNW,WNW,13,11,77,46,1009.5,1007,7,7,30.1,35,Yes
No,20.9,27.1,0.2,4.8,10,N,37,NE,NNE,17,17,87,86,1012.9,1010.9,7,7,23.6,25.6,No
Yes,20.2,27,11.8,4.2,7.5,SE,48,S,SE,17,28,79,63,1018.2,1015.5,5,2,23.2,26,Yes
Yes,6.4,12.3,7.2,2.2,3,WSW,78,SW,NW,13,22,53,60,1022.5,1020.9,2,7,9.5,11.7,Yes
No,9.8,21.7,0,3.2,8.7,WSW,35,W,E,22,6,43,22,1017.7,1013.3,4,7,15,21,No
Yes,21,35.4,0,8.4,9.4,E,67,NE,WSW,26,7,60,33,1020.4,1016.6,1,6,26.3,34.3,No
Yes,9.2,16.2,0.2,4.4,9,WSW,43,WNW,W,17,22,85,74,1012.7,1013.7,8,8,14,15.5,No
No,21,34.7,2,10,9,E,46,NNE,NW,15,22,60,34,1013.5,1011.7,3,4,25.6,32.9,Yes
Yes,9,16.9,0,2.6,0,SSW,61,SSW,S,15,33,79,93,1011.8,1013.6,7,8,13.5,13.9,No
Yes,26.9,32,0.6,7,7.7,W,50,W,W,26,35,75,70,1004.1,1001.8,7,7,29.4,30,No
Yes,11.5,24.5,0,4.6,10.6,WNW,89,N,NW,28,43,45,23,1001.5,991,1,6,14.8,23.1,No
Yes,11.4,13.7,0.8,1.2,0.5,WSW,39,NW,NW,11,9,94,85,1006.7,1002.5,8,8,11.9,11.7,No
Yes,9.3,12.8,71.2,0.6,1,SSW,44,S,S,22,13,86,72,1018.1,1019.6,8,8,12.5,12,Yes
No,18.3,24.9,0,10.6,12.8,SSW,50,S,ESE,17,26,62,56,1019.6,1017.2,1,0,22.3,24.3,No
No,16.9,22.1,10.6,11.2,8,NW,81,NW,W,56,48,38,31,996.3,998,7,2,17.1,21.8,Yes
Yes,8.8,14.4,2.8,0.6,9.1,E,48,E,E,20,20,79,74,1009.6,1009.4,5,7,11,13.3,Yes
No,19.4,22.7,0,6.6,8.7,S,67,SSW,S,30,46,71,71,1015.5,1016,7,2,20.5,22,No
Yes,18.8,26.8,0,7,1.6,NNE,48,NNE,N,28,15,57,45,1019.3,1016.2,7,8,21.2,25.8,No
No,13.7,18.3,0.6,3.2,7.5,S,30,S,SSE,13,15,53,53,1028.7,1026.4,6,1,16.2,17.6,No
Yes,13.8,21.1,9.6,4,10.8,S,43,SSW,S,24,31,62,58,1021,1019.9,2,1,18.6,20.3,Yes
No,4.8,18,4.4,5.2,8.5,SSW,44,SW,SSW,19,20,88,50,1013.2,1013.6,7,6,8.9,16.7,Yes
Yes,8,16.4,1.4,5.4,2.8,WSW,72,W,WSW,24,37,70,74,1000.5,1002.7,6,7,10.6,12.5,Yes
No,14.9,28.1,12.4,1.2,10.7,SW,43,WNW,WSW,13,31,64,41,1008.9,1008.1,1,3,19.9,26.1,Yes
Yes,7,17.5,0.8,0.8,3.7,NNW,39,NNE,N,11,17,85,87,1017.2,1014,4,6,13,14.6,No
No,9.5,19.9,0,2,9.4,W,56,NW,WNW,20,26,56,33,1012.6,1008.6,1,3,13.1,19.1,No
Yes,28.2,34.1,0,9.4,4.9,NNE,43,NNW,N,17,22,71,77,1008.2,1003.8,7,8,30.1,29.9,No
No,14.8,27.2,0,7.8,4.8,E,28,E,NE,11,9,72,47,1023.9,1019.9,7,6,17.2,25.4,No
Yes,8.8,16,0.2,5,6.1,S,67,WNW,WNW,39,37,48,45,1002,1001,2,7,12.3,14.8,No
Yes,5.6,10.1,9,2.6,1.7,NW,46,NW,SSW,22,19,91,82,1004.5,1002.6,8,7,8,9.5,Yes
No,19.4,22.1,2.6,8.8,5,S,74,S,S,26,39,68,69,1008.9,1009.7,7,7,20.6,20.3,Yes
Yes,18.7,26.2,1.2,6.2,2,E,31,SSE,SE,7,7,95,73,1016.4,1014.8,7,7,18.7,23.1,Yes
Yes,24.4,31.4,0,8.4,10.4,NE,48,ENE,ENE,30,33,66,63,1015.5,1012.8,6,3,29,29.4,No
Yes,12.6,23.2,0,3,4.4,NW,61,NNW,NNW,35,24,48,63,1016.5,1016.6,7,7,17.8,21,No
No,4.9,19.1,0,3.8,5.4,WSW,30,E,W,7,17,66,30,1021,1017.8,7,7,9.9,18.7,No
Yes,21.4,25.7,0,3.6,1.8,S,33,SSW,SE,17,19,91,82,1016.2,1015.8,7,7,22.3,23.5,No
No,14.9,33.5,0,11.2,4.3,WSW,35,ENE,WSW,11,24,39,28,1004.8,1003.4,2,7,25.4,31.7,No
Yes,23.8,33.1,1.2,5,7.1,SSE,28,WSW,ENE,4,11,76,60,1012,1007.8,4,3,26.7,30.9,Yes
Yes,15.3,22.4,0.4,3,2.6,SE,31,S,ENE,2,13,76,77,1026.6,1024.1,7,8,18.5,18.7,No
Yes,25.7,28.3,0.8,3,0,N,28,ESE,N,11,19,94,80,1008.9,1006.2,7,8,26,27.2,No
Yes,10.2,23.6,0.2,3,5.4,E,39,NE,E,7,28,97,51,1017.3,1013.6,6,7,14.7,22,No
Yes,6.9,10.7,13.8,3.8,4.5,W,44,W,W,13,17,71,65,1003,1008.7,7,5,8.2,8.4,Yes
No,19.6,23.5,0,9.8,1.7,SE,35,SE,ESE,19,22,71,66,1017.8,1016.9,7,7,20.5,21.6,No
Yes,5.3,11.9,0,2.4,0,N,31,N,N,20,15,66,73,1016.2,1014.2,8,7,6.7,10.8,No
Yes,8.2,15.7,6.4,2.8,2.7,NE,37,ENE,N,9,11,89,79,1006.4,1002.5,7,7,10.1,15.3,Yes
Yes,9.5,15.9,0.2,2.8,3.3,SW,37,WSW,S,22,19,80,63,1023.2,1023.1,5,7,11.3,13.8,No
No,12.7,27.1,0,5.4,10.8,W,26,ENE,NW,6,9,80,31,1018.1,1015.8,2,1,18.5,26.8,No
No,17.5,20.8,0,5,7.3,ESE,31,ESE,SE,19,19,84,79,1019.1,1016.6,7,7,19.1,19.9,No
Yes,8.2,15,0,1.2,4,NNE,59,NNE,N,17,19,72,87,1011.1,1007.2,7,7,10.3,11,No
No,8.8,18.3,2.2,5.2,2.8,E,31,NW,E,13,15,91,85,1027.7,1025.1,7,8,13,16.8,Yes
No,15.5,18.4,0,4.8,7.2,WSW,50,W,WSW,30,28,60,75,1014.8,1015.4,3,7,17.3,16.4,No
No,21.5,31.3,0,10,12.8,NNE,65,N,NE,9,44,55,45,1021.6,1017.8,0,1,26.7,30.1,No
Yes,7.8,12.2,0.2,2.2,0.1,NNE,28,NE,NNE,6,17,81,95,1010.3,1006.6,7,7,9.3,11.6,No
Yes,16.7,21.1,0.8,4.8,0.2,SSE,20,ENE,S,9,4,87,56,1020.6,1017.4,8,8,17.2,20.8,No
No,17.9,22.3,0.4,4.2,8.6,ESE,44,ESE,ESE,24,24,54,58,1023.7,1021.9,1,5,20.3,20.8,No
Yes,13.2,22.8,0,8.4,0.6,NW,96,N,N,48,35,50,40,1006.2,1002.8,7,7,16.3,21.4,No
No,15.4,32.3,0,8,12.9,SW,35,ENE,WNW,11,15,60,22,1015.5,1012.9,1,2,22,31,No
Yes,17.9,30.3,0.8,10.8,2.5,SW,52,ENE,SSE,7,9,58,100,1011.1,1014.6,7,7,26,18.1,No
No,18.5,23.6,0,8,9.9,SSE,39,SSE,SSE,19,22,62,53,1014.3,1013.6,7,1,20.9,22.3,No
No,14.1,22.8,0,2.6,1.4,Missing,44,Missing,N,7,20,61,43,1016.3,1010.4,5,3,10.7,18.3,No
No,16.1,37.8,0,5.6,11,NW,54,NNW,NW,17,31,73,16,1013.2,1007.8,2,5,23.3,37.6,No
No,12.1,25.8,0,6.8,11.8,SSW,30,SSW,S,11,9,58,25,1015.6,1013.6,0,0,15.9,24.4,No
Yes,21.2,27.2,1.8,8.6,2.4,N,65,N,N,26,28,74,69,1010.1,1007.8,7,7,22.1,24.6,Yes
No,9,24.9,0,6.6,12.8,E,48,E,E,33,20,49,35,1021.9,1017.9,1,4,16.1,23.9,No
No,21.3,28,0,8,9,NNE,44,S,E,24,24,78,56,1022.6,1018.3,8,1,22,26.8,No
No,18,25.7,10.4,6.6,1.8,ESE,41,E,ESE,24,26,69,76,1017.6,1015.1,6,7,23.8,23.7,Yes
No,0.5,19,0,4.8,11.2,N,19,E,SW,11,7,70,41,1024,1019.5,0,3,10.6,18.3,No
No,14.1,21.7,0,3.2,8.2,E,33,WNW,E,7,20,80,52,1031.6,1029.2,6,3,17.4,21,No
Yes,22.8,32.5,0,9.4,11.2,ESE,41,ESE,ENE,22,28,46,44,1016.4,1013.2,2,2,29,31,No
Yes,11.7,15.3,3.6,2.6,1.4,NNE,48,NW,W,15,20,85,69,1007.7,1006.5,8,7,12.2,14.5,Yes
Yes,-0.4,17.9,0,2.4,8.7,NW,33,NNE,NW,2,20,80,40,1023.5,1018.7,1,2,6.8,17.7,No
Yes,20.9,24.8,0,12.2,0.1,NE,41,E,SSE,15,6,51,74,1013.5,1012.4,7,8,21.8,20.6,No
Yes,6,13.8,0,0.8,0.1,ENE,30,E,ENE,15,13,81,81,1015.4,1011,7,7,8.6,13.3,No
Yes,20.5,26.2,11.2,3.4,7.1,ESE,43,SE,E,20,20,75,71,1017.1,1014.3,7,5,23.5,24.8,Yes
Yes,20.6,35.8,0,10.6,9,SW,70,ENE,N,20,15,58,27,1014.7,1010.1,2,2,23.6,35,No
No,24,34.1,0,15.8,8,E,43,ENE,ENE,24,9,45,29,1010.4,1007.5,5,7,26.5,33,No
No,11.5,18,0,2.4,8.7,SSW,39,NW,S,13,22,70,70,1026.8,1024.4,2,7,15.8,17,No
Yes,11.1,21.9,2.4,3.2,7.4,NW,56,NNE,WNW,24,26,80,65,1014.1,1011.9,7,5,16.7,20.8,Yes
Yes,8.5,13.6,9.8,2.4,6.1,S,50,E,SSW,7,20,99,63,1026.3,1029.7,6,7,9.2,11.9,Yes
No,9.9,22.5,0,4.4,7.6,ENE,28,ENE,W,7,11,66,42,1022.6,1018.6,7,6,14.1,20.8,No
No,20.2,33.6,0,10,13,NE,48,ENE,NNE,24,20,54,33,1017,1012.7,0,4,24.5,31.5,No
No,21.5,25.5,1.2,5.2,4.8,E,35,ESE,ESE,24,17,95,88,1017.1,1015.8,7,7,23.2,24.5,Yes
No,12.3,24,0,5.2,10.4,ENE,33,NW,ENE,13,24,52,52,1018.3,1014.6,3,1,17.9,22.4,No
Yes,21.6,38.7,7,8.6,9.5,NNW,33,N,W,9,9,56,24,1012.2,1008.4,7,5,28.9,37.8,Yes
Yes,6.1,13.8,0,5.2,0,E,39,SE,ESE,9,13,41,52,1028.9,1027.3,7,7,9.6,11.7,No
No,22.6,28.2,0.2,3.8,0.7,NNW,48,NNW,NNW,24,20,76,68,1013.2,1010.6,7,8,24.7,26.1,No
No,16.4,25.3,0,3.2,3.3,SE,28,WNW,SE,6,22,87,59,1025.1,1022,7,7,19.7,24.2,No
No,23.3,31.8,0,8.8,9.4,NE,61,NNE,NE,15,39,69,54,1012.7,1007.9,6,1,26.3,31.4,No
No,8.1,14.8,1,3.8,0.2,ENE,46,E,ENE,22,15,72,65,1031.4,1029.1,8,8,12.4,14,No
No,12.2,23.4,0,10.8,10.4,E,35,WSW,E,20,26,28,31,1023.2,1019.2,1,0,16,20.7,No
No,9.7,24.4,0,6.8,7.9,E,41,ENE,NW,24,7,45,16,1024.4,1020.5,1,7,14.3,22.1,No
Yes,4.8,12.4,5.2,2,1.7,W,31,NW,W,9,17,82,89,1018,1017.8,7,7,8.3,11.3,Yes
Yes,16.2,37.2,0,9.4,9.8,N,50,N,WSW,19,28,24,22,1005.2,1003.6,5,1,28.8,34.8,No
No,4.5,19.7,0,3.2,10,SW,33,SW,SSW,17,19,65,36,1021.8,1018.9,0,0,13.1,19.3,No
No,15.3,28,3.8,6.2,11.2,NE,43,WNW,W,20,13,47,22,1016.9,1015,1,1,18.8,27.7,Yes
No,19.9,28.1,0,3,10.5,SSW,37,WNW,SE,15,20,68,59,1011.5,1010.4,2,1,22.5,26.7,No
Yes,22.1,29.6,0,5.6,8.8,SSE,43,SSE,ESE,9,17,66,56,1010,1008.5,6,2,26.8,27.9,No
No,17.9,24.8,1.8,6.2,10.5,ENE,31,W,ENE,9,22,78,64,1012.5,1010.7,5,5,21,24.3,Yes
Yes,13,19.7,4.2,5.2,6.1,WSW,57,NW,W,11,24,76,54,1008.7,1010.2,6,5,17.9,18.3,Yes
Yes,6.9,14.9,1.4,2.2,11.1,W,57,W,SSW,28,26,86,76,1014.6,1015.6,8,8,10.6,12.4,Yes
Yes,24,30.8,34.8,3,5.1,NNE,37,E,E,19,19,88,82,1006.1,1004.4,8,7,26.5,28.7,Yes
No,13.4,26.2,0,2.4,7.5,NW,30,NW,WNW,17,9,59,33,1026,1022.3,7,1,18,25.1,No
No,20.9,36.6,0,11.8,9.4,ENE,41,ENE,NW,17,19,52,22,1019.5,1016.1,5,6,24.8,34.2,No
No,12.5,29.8,0,9.8,11.7,NNW,35,ENE,NE,20,4,46,26,1019.4,1016,3,6,20.7,27.6,No
No,9.9,22.8,0.4,4,11.7,NE,39,NW,ENE,11,28,55,38,1018.4,1015.6,2,6,16.2,20.1,No
Yes,21.4,31.1,0,10.2,12.1,NNE,28,NW,NNE,7,9,48,52,1015.3,1011.6,3,5,28,29.9,No
No,10.1,23.5,1.2,4.8,9.6,W,57,SSW,NW,7,22,76,31,1013.7,1010,7,5,14.1,22.5,Yes
No,20.3,25,8.6,0.8,8.4,E,57,E,ESE,30,31,82,62,1019.6,1018.3,7,4,22.2,23.6,Yes
Yes,26.2,33.3,0,7.2,9.1,ENE,48,WNW,WNW,11,24,55,66,1009.1,1005.4,2,5,30.8,31,No
No,10,25.4,0,10,11.4,SSW,52,SSW,SW,28,30,49,22,1014.6,1012,0,0,15.9,24.5,No
No,11,26.6,0,6.4,11.1,ENE,39,E,SW,22,7,49,22,1023.2,1020.3,0,1,16.8,24.9,No
Yes,12.9,20.5,3.6,4.2,1.8,ENE,46,NE,N,15,15,91,68,1019.5,1014.7,7,6,13.8,18.4,Yes
Yes,10,16.2,0.2,8.8,6.5,S,69,SSW,SSW,31,35,55,74,1025.5,1025.4,3,7,13.3,11.7,No
Yes,10.3,13.2,2.6,2.6,0,N,52,N,N,35,28,90,89,1010.6,1009.5,7,7,11.5,11.8,Yes
No,2.3,18.9,0,4,10.1,E,28,ESE,SSE,13,9,48,29,1025,1021.4,1,1,10.5,17.9,No
No,18.2,29,0.6,6.8,9.7,ENE,35,WSW,NE,11,19,87,57,1018.8,1017.1,7,1,22.9,28,No
No,19.3,26.9,0.2,5.2,7.5,NNE,31,WNW,E,13,20,69,64,1020.3,1018.7,4,5,23,25.7,No
Yes,8.2,18,0,1.8,5.2,WNW,35,WNW,W,13,19,83,60,1025.5,1024.3,3,8,11.7,16.6,No
Yes,20.6,25.7,8,4.2,3.1,ENE,44,ENE,ENE,22,28,93,75,1019,1017.8,7,7,21.1,24.2,Yes
Yes,23,31.7,5.2,7,9.4,ENE,43,S,ENE,11,31,66,74,1011,1008.4,3,6,28.4,28.5,Yes
Yes,15,24.7,0,4,2.7,ESE,30,E,NE,6,13,71,55,1019.6,1017.6,7,7,21.6,23,No
No,7.4,19.6,0,2.6,9.5,W,28,W,ESE,20,9,73,53,1032.9,1030.9,0,1,9.3,18.5,No
No,7.2,16.1,0,6.4,10,W,46,W,S,28,28,45,36,1024.6,1026.8,1,1,9.6,15,No
No,21.1,28.8,0,10.4,10.3,ESE,39,ENE,ESE,9,19,71,61,1017.7,1017,2,3,24.8,26.1,No
Yes,11.8,18.5,0,3,7.2,NW,48,N,NNW,19,24,75,61,1014.2,1010.9,1,6,13.8,16.7,No
No,5.2,19.1,0,4,9.5,W,33,NW,W,13,17,54,34,1026.9,1025.5,1,1,10.8,17.6,No
Yes,10.4,25.7,0,4,8.2,WSW,37,ENE,NNW,19,17,60,41,1023,1018.1,1,4,18.2,24.7,No
No,14.2,28.9,0,8.2,11.4,NE,37,E,E,19,17,58,30,1022.3,1018,1,3,20.1,28.5,No
No,15,24.8,22.4,3.4,9.7,SSW,37,W,SSE,19,20,72,53,1017.2,1016.5,1,3,18,24.2,Yes
No,20.4,32,0,6,3,NNE,41,NNE,NE,28,20,57,56,1008.9,1003.5,6,7,24.8,26.8,No
No,3.9,15,0,1.4,8.8,WSW,28,NNW,W,6,17,87,61,1028.5,1023.9,1,5,9.1,13.9,No
Yes,15.2,21.4,0,12.2,2.5,NNE,50,NNE,NNW,35,9,63,87,1019.3,1016.9,5,7,19.2,18.5,No
Yes,11.5,13.6,2.2,0.6,1.9,SW,48,SW,SW,24,24,99,74,1010.7,1016,8,8,12,12.7,Yes
No,19.1,29.4,0.6,4.8,5.1,NE,41,NE,NE,19,22,92,70,1009.1,1005.7,7,7,22.7,27,No
No,15,23.2,0,2.8,8.4,E,31,WSW,ENE,9,20,70,56,1025.4,1022,1,3,19.5,22.1,No
Yes,18.5,26.5,1,8.6,9.8,SSE,43,SW,SE,17,24,72,45,1020.1,1017.5,5,2,20.1,25.7,No
Yes,26.2,33.3,0,6,5.9,N,54,ENE,E,13,13,66,93,1010.4,1006.8,4,8,30.2,25.2,No
Yes,25.3,34.4,0,5.4,7.3,N,39,SSW,WNW,15,13,79,52,1010.5,1006.9,7,5,29,34.2,No
Yes,20.5,26.3,3.2,3.6,7.6,E,26,WNW,E,13,15,81,69,1018.1,1016,3,5,23,25,Yes
No,6.4,23.9,0.2,3.8,8.6,WNW,41,NW,WNW,17,20,78,33,1018.2,1012.2,4,7,14.4,23.4,No
No,13.1,30.5,0,6.2,13.6,W,44,NW,W,7,24,61,27,1007.5,1006.6,2,4,21.8,30.2,No
Yes,23.2,29.9,0.2,7,0.3,NE,22,NNW,NNE,6,6,70,73,1010.9,1006.5,8,7,25.6,26.9,No
Yes,12.5,25.3,0,4,4.6,NNE,72,NE,NW,39,33,69,93,1008.1,1003.2,7,8,20.9,17,No
No,2.8,16.8,0,1.4,9.8,N,30,E,N,9,15,73,48,1024.4,1019.6,1,1,8.4,16.5,No
Yes,21,31.9,0,6.4,9.7,SE,48,E,NE,7,15,61,64,1012.6,1007.9,3,7,27.9,28.2,No
Yes,17.2,21,9,5.6,1.7,SW,50,N,SW,17,26,72,82,1000.6,1001.8,8,8,20.9,15.6,Yes
Yes,21.9,32.4,0,6,11.2,NE,22,W,NNE,4,7,75,59,1013.9,1009.6,6,6,26.5,30,No
